Table 1: Average Sales,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Pumps,45368.6869,83614.4155,87116.3881,92118.466,81881.8881,102623.7896,82097.3586,30089.7764,56512.9302,44581.4757,706005.1751
Tires and Tubes,261554.5338,475075.8017,501069.0608,520225.4473,472620.5624,627077.9102,525423.9228,236690.0337,354983.2954,258439.4079,4233159.976
Bikes,5430076.092,9912554.113,10401772.62,10583157.73,9735838.518,-96986051.43,-192584159.5,-238502007.8,-102098796.7,5338261.869,-578769354.6
Mountain Bikes,17079448.67,31535847.88,33408395.77,34065456.21,31013473.83,10724325.4,-22036359.5,-52931096.48,-7307956.03,17065959.47,92617495.22
Road Bikes,-8066302.04,-14942183.53,-15971587.64,-16238471.46,-14631781.08,-78936716.64,-125978518.1,-137476953.6,-69725205.22,-8144504.787,-490112224.1
Touring Bikes,-3583070.535,-6681110.232,-7035035.509,-7243827.025,-6645854.232,-28773660.18,-44569281.96,-48093957.71,-25065635.5,-3583192.811,-181274625.7
Clothing,1086919.059,2028796.735,2125354.347,2169539.128,1945181.667,1825730.485,743143.8641,-799450.0275,654797.7787,1097046.773,12877059.81
Bib-Shorts,269092.1988,502919.6186,524415.948,541930.2258,478993.5628,634645.6462,503797.9178,189019.3571,345286.1501,270863.8743,4260964.5
Caps,-11666.7545,-21054.4528,-21890.0339,-21764.8624,-20469.3014,-48054.6362,-61662.6287,-55541.1382,-35836.3279,-11169.6148,-309109.7508
Gloves,273336.161,505841.5428,527117.7212,543152.4464,489690.3309,649713.7633,529671.9529,208685.3477,351957.309,276295.515,4355462.09
Jerseys,-445951.3462,-818745.4257,-860040.2245,-896511.6725,-821340.6596,-1781301.098,-2184735.96,-1957836.41,-1302347.315,-440030.0427,-11508840.16
Shorts,494885.6975,930783.8238,974281.7059,1000679.631,901333.7746,1189900.85,971858.0224,401301.469,645804.4927,494387.9838,8005217.451
Socks,46012.4941,84701.6867,90135.6311,92199.4628,85152.4457,113496.4232,97223.6477,43174.9075,63630.8669,46992.3047,762719.8704
Tights,227303.6596,419258.9708,433924.1766,443288.5362,410921.035,516935.9202,420282.9304,156194.2926,278867.3532,224379.0548,3531355.929
Vests,233906.949,425090.971,457409.423,466565.361,420900.479,550393.616,466707.982,215552.147,307435.25,235327.698,3779289.876
Components,22376851.07,41640941.4,44044426.81,45261439.65,41024358.66,5935009.503,-44345387.79,-86902548.83,-18136394.36,22574823.03,73473519.12
Bottom Brackets,233775.8852,425905.8468,444998.0078,470612.2734,414098.6808,502575.2136,377343.424,105424.813,270214.2288,230392.8506,3475341.224
Brakes,172204.11,320916.024,353446.236,362633.778,317559.996,392210.532,298024.488,76780.962,207396.396,176606.82,2677779.342
Chains,16491.1002,31198.2694,32117.0728,33809.4392,30497.3266,37745.835,27169.863,8956.7516,18183.0674,17801.4212,253970.1464
Cranksets,711601.8692,1292322.823,1387971.782,1400135.515,1276549.067,1543067.224,1148470.821,305621.2964,802167.3292,694750.1468,10562657.87
Derailleurs,176274.011,330548.3736,356662.6586,362394.0012,314113.7278,392229.1712,288699.2544,78679.093,199445.8012,179500.5534,2678546.645
Forks,456314.1193,845886.5371,903775.1259,933255.1018,832924.2647,1027011.488,766734.4957,189240.0585,529672.2548,471466.1307,6956279.577
Handlebars,821213.3467,1542916.838,1628558.543,1680333.431,1512816.62,1854202.281,1375615.072,360804.0777,959517.6868,839977.6512,12575955.55
Headsets,221108.1575,396524.7199,430072.9941,441433.5553,385053.0075,481655.5702,357832.4363,92845.7879,245165.2622,217163.1244,3268854.615
Mountain Frames,11997298.09,22389324.68,23681634.41,24335432.58,22109246.49,15612581.93,-1005899.382,-19835363.81,2727433.25,12131092.55,114142780.8
Pedals,373100.6408,688970.1188,733708.2024,751197.4764,675278.4824,830676.2324,603621.2602,164788.2786,431499.7804,375931.4528,5628771.925
Road Frames,4330319.227,7973345.319,8391701.067,8619079.411,7810666.976,-16411811.61,-40960074.98,-55031378.52,-21162450.01,4311230.41,-92129372.71
Saddles,293667.3133,548384.6735,579404.4505,601061.0859,546586.5741,660201.286,485947.0722,126300.8374,344611.8156,296700.1862,4482865.295
Touring Frames,36623.0532,67418.15299,71897.74269,73138.16339,67218.76369,-6683840.982,-12283474.28,-14657243.87,-6660764.478,36553.5624,-39932474.17
Wheels,2536860.143,4787279.017,5048478.515,5196923.832,4731748.685,5696505.325,4174602.671,1111995.404,2951513.252,2595656.168,38831563.01
Grand Total,30248161.48,56132399.86,59222222.72,60781204.09,55201719.58,-85919202.62,-233414353.1,-325042333.2,-117726027.9,30391981.91,-470124227.2
,,,,,,,,,,,
,,,,,,,,,,,
Table 19: Gross Margins in percentage,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,0.358145361,0.358022926,0.358202471,0.358023326,0.358266032,0.315036134,0.274994803,0.192456161,0.286523828,0.357947165,0.318748842
Bike Racks,0.376666667,0.376666667,0.376666667,0.376666667,0.376666667,0.33723685,0.295115054,0.213254559,0.305447661,0.376666667,0.338024854
Bike Stands,0.376666667,0.376666667,0.376666667,0.376666667,0.376666667,0.335207726,0.29560431,0.211280651,0.306715372,0.376666667,0.338190866
Bottles and Cages,0.376658356,0.376658299,0.376658338,0.376658301,0.376658303,0.334193486,0.295249429,0.216533178,0.308339004,0.376658345,0.338546274
Cleaners,0.376666667,0.376666667,0.376666667,0.376666667,0.376666667,0.335216149,0.295379566,0.210037621,0.307438761,0.376666667,0.337815422
Fenders,0.376668183,0.376668183,0.376668183,0.376668183,0.376668183,0.338270866,0.29790948,0.218539082,0.305709228,0.376668183,0.339669664
Helmets,0.364717211,0.364544088,0.364801693,0.364519535,0.36500267,0.322044074,0.282871849,0.20006306,0.293977941,0.364619276,0.325731438
Hydration Packs,0.376665454,0.376665454,0.376665454,0.376665454,0.376665454,0.336428937,0.295657881,0.218896564,0.309444907,0.376665454,0.33885437
Lights,0.312498664,0.312498665,0.312498674,0.312498676,0.312498662,0.265026649,0.222780574,0.137659252,0.234923394,0.31249866,0.270024732
Locks,0.3125,0.3125,0.3125,0.3125,0.3125,0.268267161,0.223108064,0.132930234,0.23735706,0.3125,0.270856672
Panniers,0.3125,0.3125,0.3125,0.3125,0.3125,0.26494866,0.226669934,0.140036717,0.23585691,0.3125,0.27113362
Pumps,0.312498153,0.312498143,0.312498148,0.312498146,0.312498149,0.262615155,0.221495907,0.132873812,0.234814565,0.312498147,0.269515087
Tires and Tubes,0.376663857,0.376663866,0.376663856,0.376663865,0.376663869,0.333867232,0.294751709,0.216788223,0.307925956,0.376663884,0.338289596
Bikes,0.008916435,0.008781266,0.008707819,0.00864176,0.008756418,-0.057818765,-0.120812763,-0.246014842,-0.099945022,0.008726569,-0.051939773
Mountain Bikes,0.080107679,0.080119066,0.080149019,0.08015107,0.080218763,0.01834543,-0.039738926,-0.156683773,-0.020639755,0.08012127,0.023874955
Road Bikes,-0.02722706,-0.027185835,-0.027429091,-0.027135567,-0.02706414,-0.096420556,-0.162047249,-0.290706736,-0.139462553,-0.027221805,-0.090170833
Touring Bikes,-0.036000025,-0.036000025,-0.036000025,-0.036000025,-0.036000024,-0.104949669,-0.170030924,-0.302983249,-0.149626574,-0.036000025,-0.099141819
Clothing,0.149719659,0.151155388,0.150756315,0.14928027,0.147523466,0.092046429,0.039314801,-0.06953161,0.054345267,0.151562901,0.097538354
Bib-Shorts,0.312499537,0.312499537,0.312499537,0.312499537,0.312499537,0.26659174,0.222139823,0.13655485,0.237101881,0.312499537,0.270172022
Caps,-0.137114854,-0.134614138,-0.131522206,-0.130964562,-0.130466766,-0.209261503,-0.282753875,-0.421299602,-0.253654984,-0.131173043,-0.201113227
Gloves,0.330515012,0.330646994,0.330318473,0.330861543,0.330562274,0.28537806,0.24386561,0.159532466,0.25612295,0.330576936,0.289545789
Jerseys,-0.173372982,-0.173425477,-0.172801583,-0.173310346,-0.17360714,-0.252817833,-0.326616116,-0.47953412,-0.302823241,-0.173027224,-0.245728685
Shorts,0.341730753,0.342404492,0.342224172,0.34205581,0.342287379,0.298121452,0.256710283,0.175992241,0.268817033,0.342268904,0.302352733
Socks,0.390719863,0.390807153,0.390673195,0.391041867,0.390907113,0.350113429,0.312079275,0.229453972,0.323846345,0.391064962,0.353217626
Tights,0.312499444,0.312499444,0.312499444,0.312499444,0.312499444,0.265915391,0.224100578,0.136841715,0.235916258,0.312499444,0.270561662
Vests,0.376666667,0.376666667,0.376666667,0.376666667,0.376666667,0.335053205,0.294894677,0.219746857,0.308827668,0.376666667,0.339055749
Components,0.06919453,0.069237136,0.069397791,0.069367177,0.069251068,0.006675065,-0.052232504,-0.169241987,-0.033410786,0.069318317,0.012401673
Bottom Brackets,0.259999279,0.259999277,0.25999928,0.259999276,0.259999275,0.209754952,0.163678957,0.073448512,0.179615381,0.259999276,0.214808172
Brakes,0.26,0.26,0.26,0.26,0.26,0.212452052,0.167517077,0.071246285,0.179562761,0.26,0.215788359
Chains,0.259996706,0.259996706,0.259996706,0.259996706,0.259996706,0.210377452,0.160201094,0.08673046,0.173822332,0.259996706,0.215292275
Cranksets,0.259999762,0.259999762,0.259999763,0.259999762,0.25999976,0.210888548,0.164292031,0.072724633,0.180686882,0.259999761,0.215730743
Derailleurs,0.259999995,0.259999998,0.259999983,0.259999989,0.259999993,0.211217649,0.162987954,0.071557764,0.176567258,0.259999996,0.214785276
Forks,0.259999699,0.259999698,0.259999699,0.259999699,0.259999699,0.209073072,0.167211115,0.068132303,0.179907747,0.259999699,0.215296822
Handlebars,0.259999254,0.259999272,0.259999267,0.259999265,0.259999268,0.210149047,0.163426656,0.071235807,0.178475894,0.259999271,0.214788885
Headsets,0.25999988,0.259999871,0.259999872,0.259999867,0.259999863,0.211522918,0.16326059,0.070118733,0.178319487,0.259999864,0.214893097
Mountain Frames,0.112402624,0.112169214,0.112332008,0.112575931,0.112385586,0.053074084,-0.003571463,-0.116326275,0.015061113,0.112442195,0.058077275
Pedals,0.259998958,0.259998961,0.25999896,0.259998961,0.259998959,0.210457169,0.161623803,0.072248903,0.179455368,0.259998957,0.214786896
Road Frames,0.027597915,0.027372906,0.027407274,0.027264207,0.027309541,-0.037946371,-0.099620767,-0.221130113,-0.080727064,0.027323871,-0.032112345
Saddles,0.259998599,0.2599986,0.259998599,0.259998598,0.2599986,0.21031385,0.163476355,0.070049688,0.178423704,0.259998599,0.21481459
Touring Frames,0.001000015,0.001000016,0.001000017,0.001000017,0.001000016,-0.06778197,-0.128454089,-0.255670789,-0.109839047,0.001000014,-0.060044608
Wheels,0.260000022,0.260000021,0.260000021,0.26000002,0.260000024,0.209713688,0.16276733,0.071260871,0.17795278,0.260000021,0.214825173
Grand Total,0.032061974,0.032061012,0.031999966,0.032000114,0.03201203,-0.033085608,-0.094421222,-0.216626062,-0.074373593,0.032042396,-0.02722275
,,,,,,,,,,,
,,,,,,,,,,,
Table 20: Total Quantity or volume sold,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,186182,345613,361261,376665,339885,544752,552944,370529,348819,187169,3613819
Bike Racks,5105,9787,10139,11027,9702,15663,16088,10656,10333,5417,103917
Bike Stands,5125,10172,10270,10613,9509,15670,15921,10364,9929,5364,102937
Bottles and Cages,15963,29008,31464,32882,29015,46478,47387,31718,29344,15894,309153
Cleaners,5124,10052,10501,10810,9628,15409,15773,10773,10308,5304,103682
Fenders,5492,10001,10406,10729,9870,15712,15514,10474,10193,5360,103751
Helmets,47337,89085,92200,96331,87675,139941,142914,95256,89270,48322,928331
Hydration Packs,5374,9707,10755,10552,9909,15495,15845,10817,10176,5187,103817
Lights,15831,29823,30588,31953,28596,46555,47553,31539,30219,16303,308960
Locks,5616,9861,10157,10710,9808,15753,15817,10426,9984,5438,103570
Panniers,5138,10013,10304,10850,9712,15446,15836,10452,10087,5496,103334
Pumps,10724,19880,20651,21860,19401,31024,31142,21235,19870,10572,206359
Tires and Tubes,59353,108224,113826,118348,107060,171606,173154,116819,109106,58512,1136008
Bikes,665530,1234237,1304555,1339872,1215778,1956615,1968593,1331130,1240514,667686,12924510
Mountain Bikes,203652,376050,397386,405956,370079,595064,597951,404675,376816,202950,3930579
Road Bikes,345093,640791,678194,698490,630565,1019397,1025039,692213,646327,348432,6724541
Touring Bikes,116785,217396,228975,235426,215134,342154,345603,234242,217371,116304,2269390
Clothing,257258,474773,499487,514076,468086,750095,757656,511702,474240,256975,4964348
Bib-Shorts,15948,29806,31080,32118,28388,47034,47524,32197,29929,16053,310077
Caps,16176,29748,31675,31628,29865,46707,47018,31498,29833,16205,310353
Gloves,48110,88954,92734,95572,86109,141019,142899,95675,88503,48506,928081
Jerseys,85711,157261,165802,172308,157603,250429,251783,171264,159251,84734,1656146
Shorts,37615,70494,73859,75928,68306,110435,110988,74088,69243,37470,728426
Socks,21233,39071,41603,42484,39261,62344,63415,42903,39311,21651,413276
Tights,16166,29818,30861,31527,29225,46133,47041,31850,29198,15958,307777
Vests,16299,29621,31873,32511,29329,45994,46988,32227,28972,16398,310212
Components,993831,1847823,1955571,2009421,1820031,2920082,2949343,1980503,1856434,1000696,19333735
Bottom Brackets,16198,29622,30802,32751,28887,46245,47210,32438,30213,16039,310405
Brakes,10365,19316,21274,21827,19114,30747,31321,21167,20040,10630,205801
Chains,5223,9881,10172,10708,9659,15765,15849,10495,9617,5638,103007
Cranksets,16288,29527,31686,32013,29412,46282,47193,31607,29630,15982,309620
Derailleurs,10624,19911,21553,21873,18940,31016,31377,21611,19601,10816,207322
Forks,15819,29413,31507,32417,29000,47433,46586,31690,29621,16500,309986
Handlebars,73930,138230,145908,150661,135657,218881,221810,147641,139194,75332,1447244
Headsets,16239,29242,31602,32612,28531,46419,47326,31600,29436,16111,309118
Mountain Frames,211598,396967,418703,428164,390698,623904,633034,424198,399016,213623,4139905
Pedals,37384,68833,73368,75081,67585,109776,110040,74486,69576,37693,723822
Road Frames,362552,672256,709294,729662,660268,1063708,1072587,720154,674143,363824,7028448
Saddles,47527,88530,93855,97241,88398,141198,141282,95326,90074,47811,931242
Touring Frames,96198,177590,189971,193756,177287,279601,284588,189951,177349,95706,1861997
Wheels,73886,138505,145876,150655,136595,219107,219140,148139,138924,74991,1445818
Grand Total,2102801,3902446,4120874,4240034,3843780,6171544,6228536,4193864,3920007,2112526,40836412
,,,,,,,,,,,
,,,,,,,,,,,
Table 21: ReSeller Count,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,701,701,701,701,701,701,701,701,701,701,701
Bike Racks,567,669,668,677,662,693,690,676,675,587,701
Bike Stands,583,674,684,680,662,694,693,679,657,587,701
Bottles and Cages,692,700,701,701,701,701,701,701,701,694,701
Cleaners,583,672,675,674,676,697,694,675,676,583,701
Fenders,595,665,677,677,672,693,696,670,666,592,701
Helmets,701,701,701,701,701,701,701,701,701,701,701
Hydration Packs,597,658,679,671,673,695,692,680,670,582,701
Lights,695,701,701,701,700,701,701,701,701,694,701
Locks,598,673,671,671,677,695,693,677,660,589,701
Panniers,591,668,670,677,661,690,699,672,673,583,701
Pumps,671,698,696,697,697,701,701,700,699,665,701
Tires and Tubes,701,701,701,701,701,701,701,701,701,701,701
Bikes,701,701,701,701,701,701,701,701,701,701,701
Mountain Bikes,701,701,701,701,701,701,701,701,701,701,701
Road Bikes,701,701,701,701,701,701,701,701,701,701,701
Touring Bikes,701,701,701,701,701,701,701,701,701,701,701
Clothing,701,701,701,701,701,701,701,701,701,701,701
Bib-Shorts,693,700,701,701,701,701,701,701,701,690,701
Caps,694,700,701,701,701,701,701,701,701,694,701
Gloves,701,701,701,701,701,701,701,701,701,701,701
Jerseys,701,701,701,701,701,701,701,701,701,701,701
Shorts,701,701,701,701,701,701,701,701,701,701,701
Socks,699,701,701,701,701,701,701,701,701,699,701
Tights,691,701,701,700,700,701,701,701,701,695,701
Vests,697,701,701,701,701,701,701,701,701,699,701
Components,701,701,701,701,701,701,701,701,701,701,701
Bottom Brackets,693,700,701,701,701,701,701,700,700,690,701
Brakes,678,699,699,700,701,701,701,701,698,680,701
Chains,584,668,668,669,675,696,695,669,666,584,701
Cranksets,700,701,701,700,701,701,701,701,701,692,701
Derailleurs,677,699,699,700,699,701,701,697,700,674,701
Forks,695,701,701,701,701,701,701,701,701,694,701
Handlebars,701,701,701,701,701,701,701,701,701,701,701
Headsets,695,701,701,701,701,701,701,701,700,690,701
Mountain Frames,701,701,701,701,701,701,701,701,701,701,701
Pedals,701,701,701,701,701,701,701,701,701,701,701
Road Frames,701,701,701,701,701,701,701,701,701,701,701
Saddles,701,701,701,701,701,701,701,701,701,701,701
Touring Frames,701,701,701,701,701,701,701,701,701,701,701
Wheels,701,701,701,701,701,701,701,701,701,701,701
Grand Total,701,701,701,701,701,701,701,701,701,701,701
,,,,,,,,,,,
,,,,,,,,,,,
Table 22: Total Sales Amount,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,3781468.123,7122749.483,7399918.093,7728735.497,6967840.978,10494379.72,10080373.48,6036042.055,6471941.392,3860486.592,69943935.41
Bike Racks,367560,704664,730008,793944,698544,1060643.52,1024322.4,607872.96,667689.12,390024,7045272
Bike Stands,488925,970408.8,979758,1012480.2,907158.6,1401689.304,1344071.52,781400.412,851652.972,511725.6,9249270.408
Bottles and Cages,76829.622,138670.152,151120.416,157215.708,138760.71,209399.861,200837.0138,120585.4808,127276.2346,76402.236,1397097.434
Cleaners,24441.48,47948.04,50089.77,51563.7,45925.56,68918.0094,66557.6226,40547.9574,44254.2474,25300.08,465546.4668
Fenders,72428.496,131893.188,137234.328,141494.052,130165.56,195186.3524,181647.2854,110180.1958,120686.5478,70687.68,1291603.685
Helmets,968488.3505,1822500.593,1886074.375,1970287.649,1793604.808,2682670.509,2589707.493,1547483.404,1641657.857,988493.178,17890968.22
Hydration Packs,177309.756,320272.758,354850.47,348152.688,326937.546,480242.1868,462662.9798,284809.4846,303064.4054,171139.878,3229442.153
Lights,296317.014,558661.662,576571.872,603276.882,534446.424,821108.6476,791483.6208,474212.6778,506519.0354,304154.982,5466752.818
Locks,84240,147915,152355,160650,147120,222011.1,209955.6,124001.7,135004.2,81570,1464822.6
Panniers,385350,750975,772800,813750,728400,1083508.5,1055880,626691,680646,412200,7310200.5
Pumps,145180.656,267567.72,278774.094,294780.84,262023.594,390776.3412,370649.5514,226453.7754,240670.4632,142661.568,2619538.603
Tires and Tubes,694397.748,1261272.57,1330281.768,1381139.778,1254754.176,1878225.383,1782598.395,1091803.006,1152820.31,686127.39,12513420.52
Bikes,608996287.1,1128829751,1194532458,1224653095,1111851670,1677414798,1594071306,969461864.4,1021549593,611725150.3,11143085971
Mountain Bikes,213206134.4,393612276.5,416828506.4,425015612.5,386611219.8,584577484.6,554528311,337821176.8,354071844.1,213001610.3,3879274176
Road Bikes,296260484.5,549631206.5,582286432.8,598420203,540633512.9,818671034.8,777418429.8,472905979.2,499956467.2,299190474.4,5435374225
Touring Bikes,99529668.27,185586267.7,195417518.6,201217279.2,184606936.9,274166278.7,262124564.8,158734708.4,167521281.8,99533065.61,1828437570
Clothing,7259694.977,13421927.97,14097945.69,14533328,13185574.6,19834886.73,18902394.26,11497648.67,12048846.48,7238227.608,132020475
Bib-Shorts,861096.312,1609345.164,1678133.52,1734179.292,1532781.672,2380590.057,2267931.569,1384200.974,1456277.566,866765.682,15771301.81
Caps,85087.459,156405.9545,166436.03,166188.9445,156892.84,229639.1617,218078.8107,131832.876,141279.8097,85151.755,1536993.641
Gloves,827000.7456,1529853.749,1595786.382,1641630.641,1481386.018,2276677.347,2171982.973,1308105.825,1374173.261,835797.9178,15042394.86
Jerseys,2572207.86,4721021.618,4977039.026,5172868.749,4731030.414,7045788.969,6689002.319,4082788.538,4300684.812,2543126.063,46835558.37
Shorts,1448174.31,2718375.036,2846910.846,2925486.432,2633266.164,3991329.175,3785816.496,2280222.505,2402394.242,1444443.18,26476418.39
Socks,117763.386,216735.252,230718.75,235779.006,217832.94,324170.4364,311535.0982,188163.6964,196484.7462,120164.958,2159348.269
Tights,727373.004,1341631.092,1388559.834,1418525.838,1314949.65,1943986.462,1875421,1141423.083,1182060.766,718014.252,13051944.98
Vests,620991.9,1128560.1,1214361.3,1238669.1,1117434.9,1642705.122,1582625.994,980911.17,995491.278,624763.8,11146514.66
Components,323390460.9,601424951.9,634666125.2,652490722.7,592400371.6,889131403.4,848999850.2,513481025,542830520.7,325668943.2,5924484375
Bottom Brackets,899140.512,1638103.968,1711535.538,1810052.244,1592691.678,2396011.201,2305387.518,1435356.68,1504404.733,886128.816,16178812.89
Brakes,662323.5,1234292.4,1359408.6,1394745.3,1221384.6,1846113.174,1779069.294,1077683.724,1155007.836,679257,12409285.43
Chains,63428.112,119994.864,123528.768,130037.952,117298.896,179419.584,169598.4864,103271.1186,104607.1996,68467.872,1179652.853
Cranksets,2736932.772,4970476.938,5338357.884,5385141.522,4909808.628,7316979.687,6990423.164,4202445.362,4439543.809,2672118.408,48962228.17
Derailleurs,677976.978,1271339.91,1371779.544,1393823.142,1208129.754,1856990.517,1771291.969,1099518.601,1129574.099,690386.754,12470811.27
Forks,1755056.34,3253413.54,3476062.2,3589446.858,3203558.574,4912213.125,4585427.812,2777537.98,2944132.552,1813333.374,32310182.35
Handlebars,3158521.932,5934312.142,6263704.359,6462839.16,5818541.841,8823272.356,8417323.726,5064925.828,5376175.27,3230692.328,58550308.94
Headsets,850416.384,1525095.834,1654127.712,1697822.232,1480973.886,2277084.558,2191786.989,1324122.438,1374865.229,835243.224,15211538.49
Mountain Frames,106735035.9,199603116.1,210818223.8,216169053.9,196726709.9,294165827.5,281649148.4,170514905.4,181091077,107887368.4,1965360466
Pedals,1435008.216,2649895.662,2821965.912,2889232.614,2597235.33,3947008.483,3734729.957,2280841.241,2404496.368,1445896.002,26206309.78
Road Frames,156907474.8,291286037.3,306185173.4,316131679.5,286005066.6,432500160.3,411160005.5,248864244.3,262148142.6,157782562.4,2868970547
Saddles,1129495.752,2109183.18,2228490.66,2311785.876,2102267.376,3139124.148,2972583.238,1803017.845,1931423.955,1141160.712,20868532.74
Touring Frames,36622496.21,67417080.06,71896543.4,73136895.32,67217672.87,98607948.81,95625404.68,57328582.28,60641135.01,36553035.8,665046794.5
Wheels,9757153.56,18412610.09,19417223.45,19988167.04,18199031.69,27163249.97,25647669.47,15604572.18,16585935.1,9983292.132,180758904.7
Grand Total,943427911.2,1750799380,1850696447,1899405881,1724405457,2596875468,2472053924,1500476580,1582900902,948492807.7,17269534757
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 23: Total Product Costs,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,2427152.856,4572641.869,4749249.145,4961667.912,4471500.24,7188270.903,7308323.166,4874368.573,4617575.973,2478636.36,47649387
Bike Racks,229112.4,439240.56,455038.32,494891.76,435425.76,702955.44,722029.44,478241.28,463745.04,243114.96,4663794.96
Bike Stands,304763.25,604888.152,610715.82,631112.658,565462.194,931832.22,946758.186,616305.624,590437.914,318975.624,6121251.642
Bottles and Cages,47891.1029,86438.8884,94199.6512,97999.1066,86495.3365,139419.7914,141540.0001,94474.7234,88032.0072,47624.6962,924115.3039
Cleaners,15235.1892,29887.6116,31222.6233,32141.373,28626.9324,45815.5797,46897.8609,32031.3609,30648.7764,15770.3832,308277.6906
Fenders,45146.986,82213.2205,85542.523,88197.7445,81136.335,129160.496,127532.837,86101.517,83791.5565,44061.88,852885.0955
Helmets,615263.9806,1158118.777,1198031.249,1252079.312,1138934.264,1818732.37,1857152.146,1237889.139,1159046.661,628069.5114,12063317.41
Hydration Packs,110523.2962,199637.0741,221190.5565,217015.5976,203791.4667,318674.8185,325873.0235,222465.6671,209282.6688,106677.3981,2135131.567
Lights,203718.3429,384080.6382,396393.9267,414753.6552,367432.6314,603492.9745,615156.4452,408932.9151,387525.8646,209106.9577,3990594.352
Locks,57915,101691.5625,104744.0625,110446.875,101145,162452.8125,163112.8125,107518.125,102960,56079.375,1068065.625
Panniers,264928.125,516295.3125,531300,559453.125,500775,796434.375,816543.75,538931.25,520110.9375,283387.5,5328159.375
Pumps,99811.9691,183953.3045,191657.7059,202662.374,180141.7059,288152.5516,288552.1928,196363.999,184157.533,98080.0923,1913533.428
Tires and Tubes,432843.2142,786196.7683,829212.7072,860914.3307,782133.6136,1251147.473,1257174.472,855112.9727,797837.0142,427687.9821,8280260.548
Bikes,603566211.1,1118917197,1184130685,1214069937,1102115831,1774400850,1786655465,1207963872,1123648390,606386888.4,11721855326
Mountain Bikes,196126685.7,362076428.6,383420110.6,390950156.3,355597745.9,573853159.2,576564670.5,390752273.3,361379800.1,195935650.8,3786656681
Road Bikes,304326786.6,564573390,598258020.5,614658674.4,555265294,897607751.5,903396947.8,610382932.8,569681672.5,307334979.2,5925486449
Touring Bikes,103112738.8,192267378,202452554.1,208461106.2,191252791.2,302939938.9,306693846.8,206828666.1,192586917.3,103116258.4,2009712196
Clothing,6172775.918,11393131.23,11972591.34,12363788.87,11240392.93,18009156.24,18159250.4,12297098.69,11394048.7,6141180.835,119143415.2
Bib-Shorts,592004.1132,1106425.545,1153717.572,1192249.066,1053788.109,1745944.411,1764133.652,1195181.617,1110991.416,595901.8077,11510337.31
Caps,96754.2135,177460.4073,188326.0639,187953.8069,177362.1414,277693.7979,279741.4394,187374.0142,177116.1376,96321.3698,1846103.392
Gloves,553664.5846,1024012.206,1068668.661,1098478.195,991695.6876,1626963.583,1642311.021,1099420.477,1022215.952,559502.4028,10686932.77
Jerseys,3018159.207,5539767.044,5837079.251,6069380.421,5552371.074,8827090.067,8873738.279,6040624.948,5603032.128,2983156.106,58344398.52
Shorts,953288.6125,1787591.212,1872629.14,1924806.801,1731932.389,2801428.324,2813958.474,1878921.036,1756589.749,950055.1962,18471200.93
Socks,71750.8919,132033.5653,140583.1189,143579.5432,132680.4943,210674.0132,214311.4505,144988.7889,132853.8793,73172.6533,1396628.399
Tights,500069.3444,922372.1212,954635.6574,975237.3018,904028.615,1427050.542,1455138.069,985228.79,903193.4132,493635.1972,9520589.052
Vests,387084.951,703469.129,756951.877,772103.739,696534.421,1092311.506,1115918.012,765359.023,688056.028,389436.102,7367224.788
Components,301013609.9,559784010.5,590621698.4,607229283,551376012.9,883196393.9,893345238,600383573.8,560966915.1,303094120.2,5851010856
Bottom Brackets,665364.6268,1212198.121,1266537.53,1339439.971,1178592.997,1893435.987,1928044.094,1329931.867,1234190.504,655735.9654,12703471.66
Brakes,490119.39,913376.376,1005962.364,1032111.522,903824.604,1453902.642,1481044.806,1000902.762,947611.44,502650.18,9731506.086
Chains,46937.0118,88796.5946,91411.6952,96228.5128,86801.5694,141673.749,142428.6234,94314.367,86424.1322,50666.4508,925682.7062
Cranksets,2025330.903,3678154.115,3950386.102,3985006.007,3633259.561,5773912.463,5841952.343,3896824.065,3637376.48,1977368.261,38399570.3
Derailleurs,501702.967,940791.5364,1015116.885,1031429.141,894016.0262,1464761.346,1482592.714,1020839.508,930128.2974,510886.2006,9792264.622
Forks,1298742.221,2407527.003,2572287.074,2656191.756,2370634.309,3885201.636,3818693.316,2588297.921,2414460.297,1341867.243,25353902.78
Handlebars,2337308.585,4391395.304,4635145.816,4782505.728,4305725.221,6969070.076,7041708.654,4704121.75,4416657.583,2390714.677,45974353.39
Headsets,629308.2265,1128571.114,1224054.718,1256388.677,1095920.879,1795428.988,1833954.553,1231276.65,1129699.966,618080.0996,11942683.87
